row_index,review,clean_review,lexicon_score,positive_terms,negative_terms,positive_score,negative_score,likely_issue_type,evidence_pattern,reason
7322,Kenapa ya gagal.update ini jakone saya...,kenapa ya gagal update jakone,0.0,ya:4,gagal:-4,4.0,-4.0,ambiguous,,
7403,kacauu transfer bank lain sampai sekarang belum bisa..,kacauu transfer bank belum bisa,0.0,,,0.0,0.0,ambiguous,,
7407,"Dengan aplikasi ini saya profit usaha saya meningkat,ui yang gampang digunakan, serta fitur 2 dan pembayaran tagihan yang lengkap,pokoknya recommended deh aplikasi nya",aplikasi profit usaha meningkat ui gampang digunakan fitur 2 pembayaran tagihan lengkap pokoknya recommended deh aplikasi nya,0.0,profit:4; usaha:1; gampang:4; lengkap:2,aplikasi:-4; pokoknya:-3; aplikasi:-4,11.0,-11.0,likely_positive,gampang digunakan; recommended,positive pattern in neutral score zero row
7411,"Mohon beri tahu SOP dari aplikasi ini, sebab saya dapat tugas presentasi mengenai SOP APK PEMERINTAHAN di Indonesia terima kasih",mohon beri tahu sop aplikasi tugas presentasi mengenai sop aplikasi pemerintahan indonesia terima kasih,0.0,mohon:2; beri:2; tahu:4; terima:2; kasih:2,aplikasi:-4; tugas:-1; presentasi:-3; aplikasi:-4,12.0,-12.0,ambiguous,,
7412,Keren bro,keren bro,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
7429,Mantaap,mantaap,0.0,,,0.0,0.0,ambiguous,,
7430,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
7446,mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
7459,"Amazing Bank DKI,👍🥐🥁🍤🏍️🍇",amazing bank dki,0.0,,,0.0,0.0,ambiguous,,
7460,Lemot banget perbaiki untuk menjadikan aplikasi yg lebih baik biar bisa bersaing dengan yang lainnya,lambat banget perbaiki menjadikan aplikasi lebih biar bisa bersaing lainnya,0.0,lambat:1; banget:1; lebih:1; biar:1,aplikasi:-4,4.0,-4.0,likely_negative,lemot; lambat,negative pattern in neutral score zero row
7463,Siipp,siipp,0.0,,,0.0,0.0,ambiguous,,
7465,Gangguan terus dan tak bisa bi fast,gangguan tak bisa bi fast,0.0,,,0.0,0.0,ambiguous,,
7471,"Kecewa sama layanan bifast jakmobile,transaksi gagal tapi saldo terpotong,parahnya LG TDK masuk kerening tujuan.",kecewa layanan bifast jakmobile transaksi gagal saldo terpotong parahnya lg tidak masuk kerening tujuan,0.0,layanan:3; transaksi:4; saldo:2; masuk:3,gagal:-4; terpotong:-3; tidak:-5,12.0,-12.0,ambiguous,keren; transaksi gagal; kecewa; parah,
7474,Aplikasi dengan tampilan baru sangat mudah digunakan jadi tidak ada hambatan lagi untuk melakukan transaksi,aplikasi tampilan mudah digunakan tidak hambatan melakukan transaksi,0.0,tampilan:1; mudah:4; transaksi:4,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,mudah digunakan,positive pattern in neutral score zero row
7480,aplikasinya krenn sangat membantu,aplikasi krenn membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
7481,Update terus,update,0.0,,,0.0,0.0,ambiguous,,
7484,Mantul,mantul,0.0,,,0.0,0.0,ambiguous,,
7486,Mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
7533,C.f,c f,0.0,,,0.0,0.0,ambiguous,,
7575,Aplikasi m-banking yang lengkap dan bagus tampilannya,aplikasi m banking lengkap bagus tampilannya,0.0,lengkap:2; bagus:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
7582,mntap,mntap,0.0,,,0.0,0.0,ambiguous,,
7599,"Selalu bermasalah,",bermasalah,0.0,,,0.0,0.0,ambiguous,,
7609,Kereeennn👍,kereeennn,0.0,,,0.0,0.0,ambiguous,,
7621,Baik dan komukatif,komukatif,0.0,,,0.0,0.0,ambiguous,,
7648,Sudah terdaftar kok suruh daftar lagi gimana sih,terdaftar kok suruh daftar gimana sih,0.0,terdaftar:1; daftar:1,suruh:-2,2.0,-2.0,ambiguous,,
7679,"Aplikasinya enak di pakai, fiturnya lengkap, sangat mempermudah kita",aplikasi enak pakai fiturnya lengkap mempermudah kita,0.0,enak:5; lengkap:2,aplikasi:-4; mempermudah:-3,7.0,-7.0,ambiguous,,
7701,Josss,josss,0.0,,,0.0,0.0,ambiguous,,
7705,Bagus aplikasinya ringan untuk digunakan,bagus aplikasi ringan digunakan,0.0,bagus:2; ringan:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
7718,"New Jakone mobile, New Experience",new jakone mobile new experience,0.0,,,0.0,0.0,ambiguous,,
7761,Màntap,m ntap,0.0,,,0.0,0.0,ambiguous,,
7776,Hari ini offline ada apa???,hari offline,0.0,,,0.0,0.0,ambiguous,,
7793,JakOne aplikasinya ringan dan lengkap juga.,jakone aplikasi ringan lengkap,0.0,ringan:2; lengkap:2,aplikasi:-4,4.0,-4.0,ambiguous,,
7811,Yang paling aku suka dari aplikasi ini karna penggunaannya gampang dan data aman.,suka aplikasi penggunaannya gampang data aman,0.0,suka:3; gampang:4,aplikasi:-4; data:-3,7.0,-7.0,ambiguous,,
7813,Semakin canggih,canggih,0.0,,,0.0,0.0,ambiguous,,
7816,"registrasinya gampang, gak ribet kayak yg lain",registrasinya gampang tidak ribet kayak,0.0,gampang:4; ribet:4,tidak:-5; kayak:-3,8.0,-8.0,likely_negative,ribet,negative pattern in neutral score zero row
7851,Muter terus 🤦🏻‍♂️,muter,0.0,,,0.0,0.0,ambiguous,,
7874,haduhhh cape bnget ini Sdh di isi identitas ya benar sdh terdaftar tapi g bisa lanjutny gimn,haduhhh cape bnget isi identitas ya benar terdaftar tidak bisa lanjutny gimn,0.0,isi:2; ya:4; benar:2; terdaftar:1,cape:-4; tidak:-5,9.0,-9.0,ambiguous,,
7892,baguslah,baguslah,0.0,,,0.0,0.0,likely_positive,bagus,positive pattern in neutral score zero row
7904,Kapan lagi ada aplikasi mobile banking sebagus ini keren gila JakOne! Pertahankan terus,kapan aplikasi mobile banking sebagus keren gila jakone pertahankan,0.0,gila:3; pertahankan:1,aplikasi:-4,4.0,-4.0,likely_positive,bagus; keren,positive pattern in neutral score zero row
7919,mobile banking paling burukkkkkkk,mobile banking burukkkkkkk,0.0,,,0.0,0.0,likely_negative,buruk,negative pattern in neutral score zero row
7931,"Oke lah untuk sekelas aplikasi ini lumayan, vitur juga lumayan",oke sekelas aplikasi lumayan vitur lumayan,0.0,oke:2; lumayan:1; lumayan:1,aplikasi:-4,4.0,-4.0,ambiguous,,
7940,"apk nya membantu,digunakan sehari hari jg praktis, apk aman digunakan",aplikasi nya membantu digunakan sehari hari jg praktis aplikasi aman digunakan,0.0,membantu:4; praktis:4,aplikasi:-4; aplikasi:-4,8.0,-8.0,likely_positive,praktis,positive pattern in neutral score zero row
7981,Aplikasi sangat berguna buat saya jadi beli pulsa simple tinggal ke aplikasi jni,aplikasi berguna beli pulsa simple tinggal aplikasi jni,0.0,berguna:5; beli:2; simple:3; tinggal:1,aplikasi:-4; pulsa:-3; aplikasi:-4,11.0,-11.0,likely_positive,simple; berguna,positive pattern in neutral score zero row
7989,Mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
8004,Klas.......,klas,0.0,,,0.0,0.0,ambiguous,,
8011,Amaizing,amaizing,0.0,,,0.0,0.0,ambiguous,,
8033,waw keren,waw keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
8039,"Yang belum buka tabunagn di JakOne, harus segera buka...ini aplikasinya lebih keren dari yang lain.",belum buka tabunagn jakone segera buka aplikasi lebih keren,0.0,segera:3; buka:3; lebih:1,buka:-3; aplikasi:-4,7.0,-7.0,likely_positive,keren,positive pattern in neutral score zero row
8050,"ada banyak benefis gratis untul aplikasi ini,mendapatkan raward Rp600rb saat mendaftar.",benefis gratis untul aplikasi mendapatkan raward rp600rb mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
8051,kenapa mbangking DKI ini...kok enggak bisa...🤦‍♀️🤦‍♀️🤦‍♀️,kenapa mbangking dki kok enggak bisa,0.0,,,0.0,0.0,ambiguous,,
8113,burikkkk,burikkkk,0.0,,,0.0,0.0,ambiguous,,
8141,Sangat mmbntu,mmbntu,0.0,,,0.0,0.0,ambiguous,,
8143,Makin ke sini makin debest nih JakOne ????,debest nih jakone,0.0,,,0.0,0.0,ambiguous,,
8147,"Aplikasi nya sangat membantu, dan mempermudah transaksi, juga bikin rekening nya gak ribet",aplikasi nya membantu mempermudah transaksi bikin rekening nya tidak ribet,0.0,membantu:4; transaksi:4; ribet:4,aplikasi:-4; mempermudah:-3; tidak:-5,12.0,-12.0,ambiguous,sangat membantu; ribet,
8149,Wkwkwkw...sungguh membagongkan yg berhasil hanya kirim sms kode otp nyedot pulsa 2000 ....wkwkwkw smakin bnyak nyoba pulsa semakin tekor...,wkwkwkw sungguh membagongkan berhasil kirim sms kode otp nyedot pulsa 2000 wkwkwkw smakin bnyak nyoba pulsa tekor,0.0,sungguh:4; berhasil:3; kirim:2,kode:-3; pulsa:-3; pulsa:-3,9.0,-9.0,ambiguous,,
8154,Abis ganti hp kok gak bisa masuk ke jakOne lagi ya,abis ganti hp kok tidak bisa masuk jakone ya,0.0,abis:1; ganti:3; ya:4,tidak:-5; masuk:-3,8.0,-8.0,ambiguous,,
8158,"Yg lama sudah diuninstall eh yg baru donlot versi terbaru malah gak bisa dikonfirmasi2 acan? Kode yg muncul slalu 91. Bgm ini bank... smg sgera ada solusi, salam",diuninstall eh donlot versi terbaru tidak bisa dikonfirmasi2 acan kode muncul slalu 91 bgm bank smg sgera solusi salam,0.0,terbaru:4; muncul:1; solusi:3,tidak:-5; kode:-3,8.0,-8.0,ambiguous,,
8165,ditambahin,ditambahin,0.0,,,0.0,0.0,ambiguous,,
8206,Ocelah pokoke,ocelah pokoke,0.0,,,0.0,0.0,ambiguous,,
8208,Kembangkan dan fungsikan,kembangkan fungsikan,0.0,,,0.0,0.0,ambiguous,,
8215,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
8219,memeprmudah penggunaan dan penampilan lebih fresh,memeprmudah penggunaan penampilan lebih fresh,0.0,penggunaan:1; lebih:1,fresh:-2,2.0,-2.0,ambiguous,,
8246,Bank terpercaya,bank terpercaya,0.0,,,0.0,0.0,ambiguous,,
8260,payaaaaaaaaaahhhhhh,payaaaaaaaaaahhhhhh,0.0,,,0.0,0.0,ambiguous,,
8273,"Ada banyak benefit gratis untuk aplikasi ini, mendapatkan rewerd Rp 600rb saat mendaftar",benefit gratis aplikasi mendapatkan rewerd rp 600rb mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
8299,"Katanya disuruh install apk jakone terbaru tp sdh puluhan kali dicoba dg jaringan stabil, msh tdk bs verifikasi wajah, Hadeuh.....",katanya disuruh install aplikasi jakone terbaru puluhan dicoba dg jaringan stabil msh tidak bs verifikasi wajah hadeuh,0.0,terbaru:4; dicoba:2; jaringan:3; stabil:3,katanya:-1; disuruh:-2; aplikasi:-4; tidak:-5,12.0,-12.0,ambiguous,,
8300,Aplikasi lemot banget asli,aplikasi lambat banget asli,0.0,lambat:1; banget:1; asli:2,aplikasi:-4,4.0,-4.0,likely_negative,lemot; lambat,negative pattern in neutral score zero row
8321,salah satu aplikasi yg worth it karna bikin gampang kalo payment² diluar (terutama menggunakan scan QRIS) !,salah aplikasi worth it bikin gampang payment diluar terutama menggunakan scan qris,0.0,gampang:4; terutama:4,salah:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
8323,Topup ke DANA nggak masuk masuk.. no callcenter nggak bisa di hubungi. tolong segera di perbaiki,topup dana tidak masuk masuk no callcenter tidak bisa hubungi tolong segera perbaiki,0.0,dana:4; masuk:3; tolong:3; segera:3,tidak:-5; masuk:-3; tidak:-5,13.0,-13.0,ambiguous,,
8324,"gampang banget euy daftar online jd nasabah jakone modal aplikasi doang, aplikasi nya juga ga ngelag atau pun ngebug masih okelah",gampang banget euy daftar online nasabah jakone modal aplikasi doang aplikasi nya tidak ngelag ngebug okelah,0.0,gampang:4; banget:1; daftar:1; nasabah:4; modal:2; doang:1,aplikasi:-4; aplikasi:-4; tidak:-5,13.0,-13.0,ambiguous,,
8339,Sering bermasalah masuk ke apk nya dan tolong di perbaiki soal nya ini apk bank bukan apk yg biasa . tempat transaksi dan menabung.,bermasalah masuk aplikasi nya tolong perbaiki soal nya aplikasi bank bukan aplikasi transaksi menabung,0.0,tolong:3; aplikasi:4; transaksi:4; menabung:4,masuk:-3; aplikasi:-4; soal:-1; aplikasi:-4; bukan:-3,15.0,-15.0,ambiguous,,
8361,Login terlalu lama,login,0.0,,,0.0,0.0,ambiguous,,
8384,jakone sya user terkunci mau buka ga bisa mohon bantuan nya,jakone sya user terkunci buka tidak bisa mohon bantuan nya,0.0,buka:3; mohon:2,tidak:-5,5.0,-5.0,ambiguous,,
8422,Belum ada,belum,0.0,,,0.0,0.0,ambiguous,,
8440,Recomended,recomended,0.0,,,0.0,0.0,ambiguous,,
8448,Aplikasi yang sangat bagus dan fitur² yang lengkap,aplikasi bagus fitur lengkap,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
8452,Selalu service out off time X,service out off time x,0.0,,,0.0,0.0,ambiguous,,
8459,Makin canggih aja nih jakone nya bank DKi,canggih nih jakone nya bank dki,0.0,,,0.0,0.0,ambiguous,,
8477,Aplikas jelk burik gajelas,aplikas jelk burik gajelas,0.0,,,0.0,0.0,ambiguous,,
8502,aplikasi sangat mudah untuk di gunakan,aplikasi mudah gunakan,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,aplikasi mudah,positive pattern in neutral score zero row
8514,"aplikasinya bagus, gampang dipake. fiturnya lengkap mulai dr buat bayar tagihan listrik, air, telepon, beli pulsa jg bisa. loginnya gampang bisa pake sms atau email. sejauh pake gaada error",aplikasi bagus gampang dipake fiturnya lengkap mulai bayar tagihan listrik air telepon beli pulsa jg bisa login gampang bisa pakai sms email sejauh pakai gaada error,0.0,bagus:2; gampang:4; lengkap:2; mulai:1; bayar:1; beli:2; gampang:4,aplikasi:-4; air:-1; pulsa:-3; gaada:-3; error:-5,16.0,-16.0,ambiguous,bagus; error,
8543,Masih bingung mengaitkan ke KJP,bingung mengaitkan kjp,0.0,,,0.0,0.0,ambiguous,,
8545,"Aplikasi ini sangat menarik sekali,dan saya menyukainya",aplikasi menarik menyukainya,0.0,menarik:4,aplikasi:-4,4.0,-4.0,ambiguous,,
8552,Godd,godd,0.0,,,0.0,0.0,ambiguous,,
8587,MOBILE BANK PALING SAMPAH.... MAU TERIMA TRANSFER AJ GANGGUAN MULU,mobile bank sampah terima transfer aj gangguan mulu,0.0,terima:2; mulu:2,sampah:-4,4.0,-4.0,ambiguous,,
8619,Mantul mantul mantul,mantul mantul mantul,0.0,,,0.0,0.0,ambiguous,,
8647,"Ka cara mengatasi, user terkunci gimanh yah",ka mengatasi user terkunci gimanh yah,0.0,,,0.0,0.0,ambiguous,,
8677,Makin canggih jakoe,canggih jakoe,0.0,,,0.0,0.0,ambiguous,,
8678,Tolong di upgrade dan fix bug. Karena susah buat verifikasi KTP.,tolong upgrade fix bug susah verifikasi ktp,0.0,tolong:3,susah:-3,3.0,-3.0,ambiguous,,
8680,mantul,mantul,0.0,,,0.0,0.0,ambiguous,,
8686,"padahal password sdh benar, tetap ngga bs msk jg...",padahal password benar ngga bs msk jg,0.0,benar:2,ngga:-2,2.0,-2.0,ambiguous,,
8692,Keywords + apk bagus dan bermanfaat bagi semuanya.,keywords aplikasi bagus bermanfaat semuanya,0.0,bagus:2; bermanfaat:5,aplikasi:-4; semuanya:-3,7.0,-7.0,likely_positive,bagus,positive pattern in neutral score zero row
8700,"Makin kesini makin kesana nih aplikasi, gaje banget minimal update servernya dlu biar bagus, buat para pengguna ku saranin pke m banking lain aja deh, atau dana nya pindah ke E-Wallet aja, gajelas aplikasi ini mau di pke buru buru ada aja kendalanya, masih bagus Aps yg lama nya",kesini kesana nih aplikasi gaje banget minimal update servernya dlu biar bagus pengguna ku saranin pke m banking deh dana nya pindah e wallet gajelas aplikasi pke buru buru kendalanya bagus aps nya,0.0,banget:1; biar:1; bagus:2; pengguna:1; dana:4; pindah:1; buru:1; buru:1; bagus:2,aplikasi:-4; gaje:-3; minimal:-3; aplikasi:-4,14.0,-14.0,likely_positive,bagus,positive pattern in neutral score zero row
8727,Lemooooooot,lemooooooot,0.0,,,0.0,0.0,ambiguous,,
8778,"Padahal sinyal bagus, tp kalo dibuka seringnya periksa kembali jaringan anda. Kacau dki",padahal sinyal bagus dibuka seringnya periksa jaringan kacau dki,0.0,bagus:2; jaringan:3,periksa:-5,5.0,-5.0,likely_positive,bagus,positive pattern in neutral score zero row
8784,Mantep,mantep,0.0,,,0.0,0.0,ambiguous,,
8801,aplikasi sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
8802,Susah sekali buat masuknya padahal password udah bener,susah masuknya padahal password udah bener,0.0,bener:3,susah:-3,3.0,-3.0,likely_negative,susah masuk,negative pattern in neutral score zero row
8803,Isgood,isgood,0.0,,,0.0,0.0,ambiguous,,
8805,"""Sungguh luar biasa! Aplikasi JakOne Mobile benar-benar mempermudah saya dalam membayar tagihan Super Air Jet. Sebelumnya, saya harus menghabiskan waktu berharga untuk mengantre di loket atau membayar melalui transfer bank. Namun, sekarang dengan JakOne Mobile, saya dapat membayar tagihan Super Air Jet hanya dengan beberapa ketukan jari. Tidak hanya itu, fitur keamanan yang canggih juga membuat saya merasa nyaman dalam melakukan transaksi. Terima kasih JakOne Mobile atas kemudahan dan kenyamanan",sungguh aplikasi jakone mobile benar benar mempermudah membayar tagihan super air jet sebelumnya menghabiskan berharga mengantre loket membayar transfer bank jakone mobile membayar tagihan super air jet beberapa ketukan jari tidak fitur keamanan canggih membuat merasa nyaman melakukan transaksi terima kasih jakone mobile atas kemudahan kenyamanan,0.0,sungguh:4; benar:2; benar:2; super:3; berharga:3; super:3; membuat:1; nyaman:4; transaksi:4; terima:2; kasih:2; kemudahan:3; kenyamanan:4,aplikasi:-4; mempermudah:-3; membayar:-3; air:-1; menghabiskan:-4; membayar:-3; membayar:-3; air:-1; jari:-4; tidak:-5; merasa:-2; atas:-4,37.0,-37.0,likely_positive,nyaman,positive pattern in neutral score zero row
8812,"Aplikasinya Bagus, pertahankan, interval update lebih diperpanjang lagi.",aplikasi bagus pertahankan interval update lebih diperpanjang,0.0,bagus:2; pertahankan:1; lebih:1,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
8833,Ribet kebanyakan minta di update,ribet kebanyakan minta update,0.0,kebanyakan:2; minta:2,ribet:-4,4.0,-4.0,likely_negative,ribet,negative pattern in neutral score zero row
8841,Sangat baikkk,baikkk,0.0,,,0.0,0.0,ambiguous,,
8855,Aplikasi nya bagus dan lengkap,aplikasi nya bagus lengkap,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
8862,Jackone mandiri sangat bagus dan mudah dalam segalanya semoga maju terus jackone mandiri,jackone mandiri bagus mudah segalanya semoga maju jackone mandiri,0.0,bagus:2; mudah:4,mandiri:-3; mandiri:-3,6.0,-6.0,likely_positive,bagus,positive pattern in neutral score zero row
8863,Ini aplikasinya bermasalah atau bagaimana ya. Setiap buka berhasil masuk tapi tidak bisa melakukan transaksi terus akhirnya keluar sendiri aplikasi. Di coba lagi sama seperti itu terus. Tolong ditingkatkan lagi pelayanannya,aplikasi bermasalah ya setiap buka berhasil masuk tidak bisa melakukan transaksi akhirnya keluar aplikasi coba tolong ditingkatkan pelayanannya,0.0,ya:4; buka:3; berhasil:3; transaksi:4; coba:2; tolong:3,aplikasi:-4; masuk:-3; tidak:-5; keluar:-3; aplikasi:-4,19.0,-19.0,ambiguous,,
8867,Sangat direkomendasikan,direkomendasikan,0.0,,,0.0,0.0,ambiguous,,
8913,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
8917,Aplikasi yang sangat berguna tidak susah digunakan ni alplikasi rekomen banget dahh thanks yaa min,aplikasi berguna tidak susah digunakan ni alplikasi rekomen banget dahh thanks yaa min,0.0,berguna:5; susah:3; banget:1; thanks:3,aplikasi:-4; tidak:-5; dahh:-3,12.0,-12.0,likely_positive,berguna,positive pattern in neutral score zero row
8920,Sekarang tarik tunai kenapa ga bisa di atm nya? kenapa harus ke bank lain/indomart,tarik tunai kenapa tidak bisa atm nya kenapa bank indomart,0.0,tarik:2; tunai:3,tidak:-5,5.0,-5.0,ambiguous,,
8932,Kok user terkunci sih min ?,kok user terkunci sih min,0.0,,,0.0,0.0,ambiguous,,
8936,Semakin mulus dan dlancar sistemnya JakOne. Jadi betah pakai aplikasi ini untuk transfer2 antar bank.,mulus dlancar sistemnya jakone betah pakai aplikasi transfer2 antar bank,0.0,mulus:4,aplikasi:-4,4.0,-4.0,likely_positive,lancar,positive pattern in neutral score zero row
8953,Jakone mobile news semakin muenteep,jakone mobile news muenteep,0.0,,,0.0,0.0,ambiguous,,
8976,"Aplikasi bagus, mudah di gunakan dan pengisian uang elektroniknya lengkap sungguh sangat memudahkan untuk bermalas-malasan shoping sambil tiduran, namun sangat di sayangkan sekarang BI FAST nya sudah ga ada lagi, mohon infonya min kenapa BI FAST nya jadi hilang dan ga bisa lagi",aplikasi bagus mudah gunakan pengisian uang elektroniknya lengkap sungguh memudahkan bermalas malasan shoping tiduran sayangkan bi fast nya tidak mohon infonya min kenapa bi fast nya hilang tidak bisa,0.0,bagus:2; mudah:4; lengkap:2; sungguh:4; memudahkan:3; hilang:3,aplikasi:-4; tiduran:-2; tidak:-5; mohon:-2; tidak:-5,18.0,-18.0,likely_positive,bagus; memudahkan,positive pattern in neutral score zero row
8983,Akun lama cara masuknya gimana,akun masuknya gimana,0.0,,,0.0,0.0,ambiguous,,
8991,Belum bisa login?,belum bisa login,0.0,,,0.0,0.0,ambiguous,,
9002,Aplikasi nya bagus dan lengkap fiturnya,aplikasi nya bagus lengkap fiturnya,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
9008,Apk nya bagus sekali fitur fitur nya juga lengkap the best 👍,aplikasi nya bagus fitur fitur nya lengkap the best,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
9015,Aplikasi aneh,aplikasi aneh,0.0,aneh:4,aplikasi:-4,4.0,-4.0,ambiguous,,
9022,Admin nya lamaa ngirim OTP 😡😡😡,admin nya lamaa ngirim otp,0.0,,,0.0,0.0,ambiguous,,
9026,Kok update trs sih,kok update sih,0.0,,,0.0,0.0,ambiguous,,
9032,mantapp,mantapp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
9040,layanan TF antar bank selama lebaran sampai sekarang blm bisa..hadeh ...tolong benahin lah ..dr akhir maret mau lebaran sampe sekarang sudah awal mei ..😂ampun dah bank dki..,layanan transfer antar bank selama lebaran belum bisa hadeh tolong benahin maret lebaran sampe mei ampun dah bank dki,0.0,layanan:3; tolong:3; ampun:1,hadeh:-4; dah:-3,7.0,-7.0,ambiguous,,
9042,Ini tarik tunai tanpa kartunya udah gak ada?,tarik tunai kartunya udah tidak,0.0,tarik:2; tunai:3,tidak:-5,5.0,-5.0,ambiguous,,
9065,Sangat rekomendasi...,rekomendasi,0.0,,,0.0,0.0,ambiguous,,
9073,dari sebelum dan selama libur lebaran seminggu sudah ga bisa transaksi transfer antar bank ga bisa isi shoppe pay payah banget Bank DKI,selama libur lebaran seminggu tidak bisa transaksi transfer antar bank tidak bisa isi shoppe pay payah banget bank dki,0.0,libur:3; transaksi:4; isi:2; banget:1,tidak:-5; tidak:-5,10.0,-10.0,likely_negative,tidak bisa transaksi; payah,negative pattern in neutral score zero row
9077,"kapan beres nya coba, dri sblm lebaran idul fitri saampai skrng ngga kunjung membaik.",kapan beres nya coba dri sblm lebaran idul fitri saampai skrng ngga kunjung membaik,0.0,coba:2; kunjung:3,ngga:-2; membaik:-3,5.0,-5.0,ambiguous,,
9084,Kerennnnnn *****,kerennnnnn,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
9098,user terkunci (0003) artinya apa min,user terkunci 0003 artinya min,0.0,,,0.0,0.0,ambiguous,,
9119,Aplikasi sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
9127,Coba dulu bagaimana perkembangan untuk aplikasi nya,coba perkembangan aplikasi nya,0.0,coba:2; perkembangan:2,aplikasi:-4,4.0,-4.0,ambiguous,,
9132,Makin kedepan...👏👏👏,kedepan,0.0,,,0.0,0.0,ambiguous,,
9158,dah habis 20 ribu pulsa untuk terima SMS otp masih blm bisa dibuka juga ampun jekone DKI,dah habis 20 ribu pulsa terima sms otp belum bisa dibuka ampun jekone dki,0.0,habis:3; terima:2; ampun:1,dah:-3; pulsa:-3,6.0,-6.0,ambiguous,,
9172,Mantul,mantul,0.0,,,0.0,0.0,ambiguous,,
9178,kacau kacau kacau,kacau kacau kacau,0.0,,,0.0,0.0,ambiguous,,
9186,"Masih blm sekompatible,dan semudah apk bank lain yg mudah penerapan nya",belum sekompatible semudah aplikasi bank mudah penerapan nya,0.0,mudah:4,aplikasi:-4,4.0,-4.0,ambiguous,,
9193,Tampilan dan aplikasi lebih bagus,tampilan aplikasi lebih bagus,0.0,tampilan:1; lebih:1; bagus:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
9194,Balikin versi lama.... Massa unggah foto gak ter verifikasi mulu pakai yang baru,balikin versi massa unggah foto tidak ter verifikasi mulu pakai,0.0,foto:3; mulu:2,tidak:-5,5.0,-5.0,ambiguous,,
9199,mantappp,mantappp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
9200,parahhh,parahhh,0.0,,,0.0,0.0,likely_negative,parah,negative pattern in neutral score zero row
9203,aplikasi mbangking paling jelek. server belom bagus ini buat qris atau transfer nyusahin kaga konek konek. buat cek saldo aja kadang kaga bisa kocaggggg. Pemda punya kaya begini modelnya kocaggggg,aplikasi mbangking jelek server belom bagus qris transfer nyusahin kaga konek konek cek saldo kadang kaga bisa kocaggggg pemda punya kaya modelnya kocaggggg,0.0,belom:1; bagus:2; saldo:2; kadang:3; punya:3; kaya:2,aplikasi:-4; jelek:-5; cek:-4,13.0,-13.0,ambiguous,bagus; jelek,
9211,"sekalipun mudah digunakan, keamanan aplikasi ini ga perlu diragukan sih, TOP sekali",sekalipun mudah digunakan keamanan aplikasi tidak diragukan sih top,0.0,mudah:4; top:5,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,mudah digunakan,positive pattern in neutral score zero row
9218,Fitur di jakone agar terupdate juga di newjakone,fitur jakone terupdate newjakone,0.0,,,0.0,0.0,ambiguous,,
9221,aplikasi yang sangat membantu yang digital anda,aplikasi membantu digital,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
9239,Bagaimana ini user saya terkunci?bisakah di atasi tanpa musti kebank,user terkunci bisakah atasi musti kebank,0.0,,,0.0,0.0,ambiguous,,
9253,Aplikasi ini super lambat,aplikasi super lambat,0.0,super:3; lambat:1,aplikasi:-4,4.0,-4.0,likely_negative,lambat,negative pattern in neutral score zero row
